List of distinct SAS Analysis Formats for STAR tables chosen for this report	Unnamed: 1	Unnamed: 2	Unnamed: 3
MALMULTIPED	14940	CNS; GENURIN; BREAST; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14941	SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14942	SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14943	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14944	THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14945	SK MEL; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14946	SK NON-MEL; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14947	SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14948	CNS; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14949	SK MEL; CNS; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14950	SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14951	SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14952	GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14953	SK MEL; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14954	SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14955	SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14956	CNS; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14957	SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14958	SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14959	SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14960	BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14961	SK MEL; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14962	SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14963	SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14964	CNS; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14965	SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14966	SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14967	SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14968	GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14969	SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14970	SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14971	SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14972	CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14973	SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14974	SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14975	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; UNK; LI; HCC; HBL	N
MALMULTIPED	14976	LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14977	SK MEL; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14978	SK NON-MEL; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14979	SK MEL; SK NON-MEL; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14980	CNS; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14981	SK MEL; CNS; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14982	SK NON-MEL; CNS; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14983	SK MEL; SK NON-MEL; CNS; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14984	GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14985	SK MEL; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14986	SK NON-MEL; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14987	SK MEL; SK NON-MEL; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14988	CNS; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14989	SK MEL; CNS; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14990	SK NON-MEL; CNS; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14991	SK MEL; SK NON-MEL; CNS; GENURIN; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14992	BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14993	SK MEL; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14994	SK NON-MEL; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14995	SK MEL; SK NON-MEL; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14996	CNS; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14997	SK MEL; CNS; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14998	SK NON-MEL; CNS; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	14999	SK MEL; SK NON-MEL; CNS; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15000	GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15001	SK MEL; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15002	SK NON-MEL; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15003	SK MEL; SK NON-MEL; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15004	CNS; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15005	SK MEL; CNS; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15006	SK NON-MEL; CNS; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15007	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15008	THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15009	SK MEL; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15010	SK NON-MEL; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15011	SK MEL; SK NON-MEL; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15012	CNS; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15013	SK MEL; CNS; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15014	SK NON-MEL; CNS; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15015	SK MEL; SK NON-MEL; CNS; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15016	GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15017	SK MEL; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15018	SK NON-MEL; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15019	SK MEL; SK NON-MEL; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15020	CNS; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15021	SK MEL; CNS; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15022	SK NON-MEL; CNS; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15023	SK MEL; SK NON-MEL; CNS; GENURIN; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15024	BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15025	SK MEL; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15026	SK NON-MEL; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15027	SK MEL; SK NON-MEL; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15028	CNS; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15029	SK MEL; CNS; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15030	SK NON-MEL; CNS; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15031	SK MEL; SK NON-MEL; CNS; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15032	GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15033	SK MEL; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15034	SK NON-MEL; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15035	SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15036	CNS; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15037	SK MEL; CNS; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15038	SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15039	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15040	TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15041	SK MEL; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15042	SK NON-MEL; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15043	SK MEL; SK NON-MEL; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15044	CNS; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15045	SK MEL; CNS; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15046	SK NON-MEL; CNS; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15047	SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15048	GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15049	SK MEL; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15050	SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15051	SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15052	CNS; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15053	SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15054	SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15055	SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15056	BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15057	SK MEL; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15058	SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15059	SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15060	CNS; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15061	SK MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15062	SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15063	SK MEL; SK NON-MEL; CNS; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15064	GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15065	SK MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15066	SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15067	SK MEL; SK NON-MEL; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15068	CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15069	SK MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15070	SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15071	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15072	THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15073	SK MEL; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15074	SK NON-MEL; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15075	SK MEL; SK NON-MEL; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15076	CNS; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15077	SK MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15078	SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15079	SK MEL; SK NON-MEL; CNS; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15080	GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15081	SK MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15082	SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15083	SK MEL; SK NON-MEL; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15084	CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15085	SK MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15086	SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15087	SK MEL; SK NON-MEL; CNS; GENURIN; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15088	BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15089	SK MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15090	SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15091	SK MEL; SK NON-MEL; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15092	CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15093	SK MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15094	SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15095	SK MEL; SK NON-MEL; CNS; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15096	GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15097	SK MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15098	SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15099	SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15100	CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15101	SK MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15102	SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15103	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; TONGUE/THR/LAR; LU; UNK; LI; HCC; HBL	N
MALMULTIPED	15104	LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15105	SK MEL; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15106	SK NON-MEL; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15107	SK MEL; SK NON-MEL; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15108	CNS; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15109	SK MEL; CNS; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15110	SK NON-MEL; CNS; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15111	SK MEL; SK NON-MEL; CNS; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15112	GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15113	SK MEL; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15114	SK NON-MEL; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15115	SK MEL; SK NON-MEL; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15116	CNS; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15117	SK MEL; CNS; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15118	SK NON-MEL; CNS; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15119	SK MEL; SK NON-MEL; CNS; GENURIN; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15120	BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15121	SK MEL; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15122	SK NON-MEL; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15123	SK MEL; SK NON-MEL; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15124	CNS; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15125	SK MEL; CNS; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15126	SK NON-MEL; CNS; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15127	SK MEL; SK NON-MEL; CNS; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15128	GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15129	SK MEL; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15130	SK NON-MEL; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15131	SK MEL; SK NON-MEL; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15132	CNS; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15133	SK MEL; CNS; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15134	SK NON-MEL; CNS; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15135	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15136	THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15137	SK MEL; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15138	SK NON-MEL; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15139	SK MEL; SK NON-MEL; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15140	CNS; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15141	SK MEL; CNS; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15142	SK NON-MEL; CNS; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15143	SK MEL; SK NON-MEL; CNS; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15144	GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15145	SK MEL; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15146	SK NON-MEL; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15147	SK MEL; SK NON-MEL; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15148	CNS; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15149	SK MEL; CNS; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15150	SK NON-MEL; CNS; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15151	SK MEL; SK NON-MEL; CNS; GENURIN; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15152	BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15153	SK MEL; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15154	SK NON-MEL; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15155	SK MEL; SK NON-MEL; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15156	CNS; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15157	SK MEL; CNS; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15158	SK NON-MEL; CNS; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15159	SK MEL; SK NON-MEL; CNS; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15160	GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15161	SK MEL; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15162	SK NON-MEL; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15163	SK MEL; SK NON-MEL; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15164	CNS; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15165	SK MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15166	SK NON-MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15167	SK MEL; SK NON-MEL; CNS; GENURIN; BREAST; THYR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15168	TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15169	SK MEL; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15170	SK NON-MEL; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15171	SK MEL; SK NON-MEL; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15172	CNS; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15173	SK MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15174	SK NON-MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15175	SK MEL; SK NON-MEL; CNS; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15176	GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15177	SK MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15178	SK NON-MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15179	SK MEL; SK NON-MEL; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15180	CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15181	SK MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15182	SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15183	SK MEL; SK NON-MEL; CNS; GENURIN; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15184	BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15185	SK MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15186	SK NON-MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15187	SK MEL; SK NON-MEL; BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15188	CNS; BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
MALMULTIPED	15189	SK MEL; CNS; BREAST; TONGUE/THR/LAR; LEUK; UNK; LI; HCC; HBL	N
